155

7:12,148,55.80,25.50,746,155

21:57:13,148,55.70,25.50,747,155

21:57:14,148,55.70,25.50,747,155

21:57:15,148,55.70,25.50,747,155

Time,Photoresistor,Humidity in %,Temperature in C°,CO2 in ppm,Soil Moisture in %

21:57:21,613,55.70,25.50,749,154

21:57:22,246,55.70,25.50,749,154

21:57:23,163,55.80,25.50,749,154

21:57:24,154,55.80,25.50,749,154

21:57:25,152,55.80,25.50,749,153

21:57:26,152,55.80,25.50,749,153

21:57:27,153,55.80,25.50,749,153

21:57:28,153,55.80,25.50,749,153

21:57:29,152,55.70,25.50,749,153

21:57:30,152,55.70,25.50,749,154

21:57:31,150,55.60,25.50,749,154

21:57:32,149,55.60,25.50,749,154

21:57:33,149,55.60,25.50,749,154

21:57:34,150,55.60,25.50,750,154

21:57:35,150,55.50,25.50,750,154

21:57:36,150,55.50,25.50,750,154

21:57:38,150,55.40,25.50,750,154

21:57:39,150,55.40,25.50,750,154

21:57:40,150,55.40,25.50,750,154

21:57:41,150,55.40,25.50,750,154

21:57:42,150,55.30,25.50,750,154

21:57:43,150,55.30,25.50,750,154

21:57:44,150,55.30,25.50,750,154

21:57:45,150,55.30,25.50,750,154

21:57:46,151,55.20,25.50,750,154

21:57:47,151,55.20,25.50,750,153

21:57:48,154,55.20,25.50,750,153

21:57:49,155,55.20,25.50,750,153

21:57:50,154,55.20,25.50,750,153

21:57:51,154,55.20,25.50,750,153

21:57:52,153,55.20,25.50,750,153

21:57:53,153,55.20,25.50,750,154

21:57:54,153,55.10,25.50,750,154

21:57:55,152,55.10,25.50,750,154

21:57:56,152,55.00,25.50,750,154

21:57:57,152,55.00,25.50,750,154

21:57:58,152,54.90,25.50,750,154

21:57:59,152,54.90,25.50,750,154

21:58:0,151,54.90,25.50,750,154

21:58:1,151,54.90,25.50,749,154

21:58:2,151,54.80,25.50,749,154

21:58:3,150,54.80,25.50,749,155

21:58:4,148,54.70,25.50,749,155

21:58:5,148,54.70,25.50,749,155

21:58:6,148,54.70,25.50,748,155

21:58:7,148,54.70,25.50,748,155

21:58:8,148,54.60,25.50,749,155

21:58:9,148,54.60,25.50,749,155

21:58:10,149,54.50,25.50,749,155

21:58:11,149,54.50,25.50,749,155

21:58:13,149,54.40,25.50,747,155

21:58:14,150,54.40,25.50,747,155

21:58:15,150,54.40,25.50,747,155

21:58:16,150,54.40,25.50,747,155

21:58:17,150,54.30,25.50,746,155

21:58:18,150,54.30,25.50,747,155

21:58:19,150,54.30,25.50,747,155

21:58:20,150,54.30,25.50,746,153

21:58:21,153,54.20,25.50,746,153

21:58:22,155,54.20,25.50,745,154

21:58:23,154,54.20,25.50,745,153

21:58:24,154,54.20,25.50,745,153

21:58:25,153,54.20,25.50,745,153

21:58:26,153,54.20,25.50,744,153

21:58:27,153,54.20,25.50,744,154

21:58:28,153,54.20,25.50,744,154

21:58:29,153,54.20,25.50,744,153

21:58:30,153,54.20,25.50,743,153

21:58:31,152,54.20,25.50,743,153

21:58:32,152,54.20,25.50,742,153

21:58:33,152,54.40,25.50,742,153

21:58:34,152,54.40,25.50,742,154

21:58:35,152,54.50,25.50,741,154

21:58:36,149,54.50,25.50,741,155

21:58:37,149,54.60,25.50,741,154

21:58:38,149,54.60,25.50,739,155

21:58:39,149,54.70,25.50,740,155

21:58:40,149,54.70,25.50,739,155

21:58:41,149,54.80,25.50,739,155

21:58:42,149,54.80,25.50,739,155

21:58:43,149,54.90,25.50,738,155

21:58:44,150,54.90,25.50,738,155

21:58:45,150,55.00,25.50,737,155

21:58:46,150,55.00,25.50,737,155

21:58:48,150,55.00,25.50,736,155

21:58:49,150,55.00,25.50,736,155

