Time,Photoresistor,Humidity in %,Temperature in C°,CO2 in ppm,Soil Moisture in %
21:45:38,151,57.20,25.40,767,154

21:45:39,152,57.10,25.40,767,153

21:45:40,152,57.10,25.40,767,153

21:45:41,152,57.10,25.40,767,153

21:45:42,152,57.10,25.40,767,153

21:45:43,152,57.20,25.40,767,154

21:45:44,152,57.20,25.40,767,154

21:45:45,152,57.40,25.30,767,153

21:45:46,153,57.40,25.30,767,153

21:45:47,152,57.90,25.40,768,153

21:45:48,158,57.90,25.40,768,152

21:45:49,158,58.20,25.40,768,152

21:45:50,157,58.20,25.40,768,153

21:45:51,156,58.50,25.40,768,153

21:45:52,156,58.50,25.40,768,153

21:45:53,155,58.70,25.40,768,152

21:45:54,156,58.70,25.40,768,152

21:45:55,155,58.80,25.40,768,153

21:45:56,155,58.80,25.40,768,153

21:45:57,155,58.80,25.40,768,153

21:45:58,154,58.80,25.40,768,153

21:45:59,155,58.70,25.30,768,153

21:46:0,154,58.70,25.30,770,153

21:46:1,154,58.60,25.40,770,153

21:46:2,154,58.60,25.40,770,152

21:46:3,154,58.50,25.40,770,152

21:46:5,151,58.50,25.40,770,154

21:46:6,151,58.30,25.40,770,154

21:46:7,151,58.30,25.40,770,153

21:46:8,151,58.20,25.40,770,153

21:46:9,151,58.20,25.40,770,153

21:46:10,152,58.00,25.40,770,153

21:46:11,152,58.00,25.40,770,154

21:46:12,152,58.00,25.40,768,153

21:46:13,152,58.00,25.40,768,153

21:46:14,152,58.00,25.40,768,153

21:46:15,152,58.00,25.40,768,153

21:46:16,153,58.10,25.40,768,153

21:46:17,152,58.10,25.40,768,153

21:46:18,153,58.30,25.40,768,153

21:46:19,153,58.30,25.40,768,153

21:46:20,153,58.40,25.40,768,154

21:46:21,158,58.40,25.40,768,152

21:46:22,158,58.60,25.40,768,152

21:46:23,157,58.60,25.40,768,152

21:46:24,156,58.60,25.40,768,152

21:46:25,156,58.60,25.40,770,152

21:46:26,156,58.60,25.40,770,152

21:46:27,156,58.60,25.40,770,152

21:46:28,156,58.60,25.40,770,153

21:46:29,155,58.60,25.40,770,153

21:46:30,156,58.50,25.40,770,153

21:46:31,155,58.50,25.40,770,152

21:46:32,155,58.30,25.40,770,152

21:46:33,155,58.30,25.40,770,152

